510 7
5.235111633363958E-01 6.835806560233085E-01 5.085799333171893E-01 9.293046644173316E-01 -8.520184178061596E-01 4.194397837735149E-01 3.132648775511158E-01
7.295182967224327E-02 -6.300442772473570E-01 7.731249829460483E-01 9.238430871512343E-01 4.496034590721042E-01 7.127282315550337E-01 5.384005920639694E-01
9.685707989669561E-01 -1.886013683924178E-01 -1.621731519981648E-01 8.669199738947448E-01 2.487333672967050E-01 7.383804319255900E-01 6.268381367965910E-01
-8.614456902644478E-01 -4.767349679302436E-01 -1.750288349882919E-01 4.320268588685827E+00 5.075442565700029E-01 -7.962290166621989E-01 -3.292691613983169E-01
-1.840292096851644E-01 -5.816049922517896E-01 7.923817785451968E-01 1.079492607600402E+00 -6.026703966624728E-01 7.036027766306328E-01 3.764724766890158E-01
7.742381542053982E-01 5.900173099831675E-01 -2.289865814689692E-01 4.574666416301042E+00 5.812147393758103E-01 -8.060450088359482E-01 -1.117178162289486E-01
2.459297761517107E-02 6.378138301804963E-02 9.976608244450238E-01 1.639930833954775E+00 2.102479764311849E-01 9.753126470256257E-01 -6.753539041465015E-02
-2.757518967798926E-01 -5.686143231379204E-02 -9.595455533415366E-01 3.897938125188386E+00 9.365809084700991E-01 -2.405035699498253E-01 -2.549004408209474E-01
1.279117133240252E-01 6.244520259556716E-01 -7.705181768617595E-01 4.050914108554178E-01 9.637531433064010E-01 1.051448763211414E-01 2.452028420521334E-01
7.084076425341763E-01 4.123730553223061E-01 5.728063156454518E-01 6.184182280633475E+00 -5.985052230890442E-01 -7.918369354937625E-02 7.971959863239477E-01
-9.990191544682335E-01 -1.707141975320372E-02 -4.085701449182978E-02 4.313017697978528E-01 -4.425224859585507E-02 4.176441832030072E-01 9.075324097413290E-01
9.150431203108296E-01 3.938594757763639E-01 8.701035175764094E-02 1.925099210500742E-01 -1.730328937860055E-01 1.884371425177902E-01 9.667218115816829E-01
-3.445318045393845E-01 4.895494705503141E-01 -8.010238145927637E-01 4.182399175090082E+00 -5.058958543225209E-02 -8.617074165775792E-01 -5.048772346432222E-01
-2.275176375427327E-01 2.941598868875950E-01 -9.282810380231036E-01 1.402140413646844E+00 5.079573326174880E-01 8.491603133251360E-01 1.445894550570116E-01
8.183901981014280E-01 -4.069473244689338E-01 -4.057479004986738E-01 6.281579579712807E+00 4.436170467873956E-01 -1.439078743066899E-03 8.962152893429127E-01
6.561850821971399E-01 4.012638098287691E-01 -6.390684570714115E-01 4.307557962665147E+00 1.757144994288558E-01 -9.048677713774100E-01 -3.877353878780551E-01
4.869541176996851E-02 -3.834126236104551E-01 9.222925332716843E-01 4.471272204803181E+00 -9.523754930061432E-01 -2.961067524649751E-01 -7.281285234044575E-02
3.955213362495442E-01 -8.391129830725585E-01 3.734330920130769E-01 6.269062675136139E+00 -6.977403836498420E-01 -1.011642136958947E-02 7.162792856441154E-01
8.882310951516857E-01 -4.107356830566830E-01 -2.057710384616773E-01 7.764654521971827E-01 4.395184279037626E-01 6.294482007058206E-01 6.407952201454142E-01
-3.081840860590729E-01 -9.513138882016339E-01 -4.945221392744427E-03 6.483002592349325E-02 -2.111235562157842E-01 6.332433734886946E-02 9.754060038312903E-01
7.411242891295360E-01 -6.592336930246208E-01 -1.270658335012202E-01 5.959148206543368E+00 -1.198180351380448E-01 -3.161023782981254E-01 9.411285379213230E-01
1.567995459811838E-01 8.143401186418920E-01 5.588059355003342E-01 5.651120878074073E+00 1.895591985572271E-01 -5.800997850318246E-01 7.921815130690520E-01
9.444215727410967E-01 8.918097238199844E-02 -3.164089870819640E-01 5.384002790256049E+00 2.717647769497131E-01 -7.533561067652812E-01 5.988309297363748E-01
-9.988683102295846E-02 -2.888320005615870E-01 -9.521547649619689E-01 4.953853026471671E+00 4.671126166939555E-01 -8.585463020689625E-01 2.114333240741288E-01
6.176789458219099E-01 -4.289327465695131E-01 6.591581136636854E-01 1.631583587812621E+00 6.040590536229974E-01 7.954676295865908E-01 -4.841394443731221E-02
7.761522482379913E-03 7.607872870638195E-01 -6.489549002903274E-01 3.823897420324367E+00 -9.512097819953214E-01 -1.945633107960968E-01 -2.394683042251617E-01
-4.315061803882105E-01 -9.018248535935612E-01 2.267927970040015E-02 1.623434222839045E-01 -2.749158546193427E-01 1.554033287318989E-01 9.488261581016628E-01
-1.146557691274856E-01 8.669409725882509E-01 4.850437141676224E-01 1.559583105661806E+00 9.914724954978288E-01 1.303079255837028E-01 1.461232828827932E-03
-7.959269500698014E-01 1.324293031083852E-01 -5.907307083864960E-01 3.853902458179248E+00 4.126249910500573E-01 -5.953500390382099E-01 -6.894192830042847E-01
2.511412661862392E-01 9.288949830943867E-01 2.721804085536859E-01 2.447046666012139E+00 -8.378150701769531E-01 3.494306597650185E-01 -4.194807769142359E-01
-6.837711627599230E-01 4.958135738025131E-01 5.353745390015505E-01 2.544784094907812E+00 -2.334685527605562E-01 5.464742039706546E-01 -8.042750644316474E-01
-3.689649009526917E-01 8.788734815537167E-01 3.024009015969019E-01 3.647307001614092E-01 8.502575858117731E-01 1.877538486184413E-01 4.917423411691317E-01
-9.845848443724258E-01 1.445179272585642E-01 9.852539232611250E-02 2.423140485984404E+00 2.127542000945442E-02 6.580712268914944E-01 -7.526550450511472E-01
8.414622033657243E-01 -4.549423156568336E-01 2.914941675774980E-01 5.582908909901036E-01 -7.408626746682422E-03 5.297228332246781E-01 8.481384510857578E-01
2.051022671740417E-01 5.802160542951416E-01 7.882146854368074E-01 1.902502629967340E+00 -8.182135433281920E-01 5.435747203485725E-01 -1.872247871204460E-01
5.888021969272498E-01 -7.765931928075803E-01 -2.240870049301669E-01 2.711471716658708E+00 1.999353568715724E-01 4.085615066279921E-01 -8.905635004728760E-01
-4.600020755883610E-01 -1.767985332956843E-01 8.701381321829855E-01 1.511553152990085E+00 -2.621676320592752E-01 9.633293481943581E-01 5.713754989379378E-02
-3.257784931285211E-01 -8.301740972138679E-01 4.524150105047902E-01 3.494043720295791E+00 -3.901193178576491E-01 -3.178471409313939E-01 -8.641644015093547E-01
9.298128043846015E-01 3.351673057754040E-01 1.520231098935282E-01 2.396180721113485E+00 -1.234052254485644E-01 6.730900746938691E-01 -7.291919511902134E-01
-7.576376178235635E-01 4.443140625086051E-03 6.526603240277606E-01 7.154321056296243E-01 5.473812600643032E-01 5.489483128363671E-01 6.316878231884177E-01
3.748065855919131E-02 1.971564435575011E-01 -9.796553154031918E-01 4.518106126318274E+00 1.142944826254124E-01 -9.747565775905650E-01 -1.917977728893590E-01
4.125570236275565E-01 -1.784537614207667E-01 -8.932810069011609E-01 5.691437629967369E+00 8.412147792074622E-01 -3.016097802065434E-01 4.487641203646980E-01
2.901400854988702E-01 5.459039876329699E-01 -7.860073581545725E-01 3.358218035555856E+00 -9.132287174320002E-01 -8.757473039703725E-02 -3.979245861383663E-01
6.376929864717070E-01 5.982670574323389E-02 -7.679638144370524E-01 1.365358234533080E+00 1.520364809271852E-01 9.675910482758350E-01 2.016245812487860E-01
-8.561552297765601E-02 -4.752610152879442E-01 -8.756694293925847E-01 5.301814209301806E+00 -7.309569100474945E-01 -5.672716772374509E-01 3.793479140024739E-01
-1.701575418064569E-01 -9.615975048592109E-01 2.153523847439904E-01 3.189610520563915E+00 -7.045802381979271E-01 -3.406155372150817E-02 -7.088063899959064E-01
-8.743791829979704E-01 -2.360400993597378E-01 -4.239647577736233E-01 1.906483655525922E+00 -9.472942537307109E-02 9.399381716817629E-01 -3.279368374916619E-01
-4.801483184171209E-01 8.601394119532095E-01 -1.720981822274659E-01 2.355924645655601E+00 8.354889893827532E-01 3.886650949890766E-01 -3.884553932658392E-01
1.412392140992315E-01 4.286061202778143E-01 -8.923834815039056E-01 3.879857574411413E+00 -9.347530192778497E-01 -2.391176597843070E-01 -2.627918144277337E-01
7.239857228120558E-01 3.029790869403491E-01 -6.197163432096152E-01 4.467243856190898E+00 1.944484925012751E-01 -9.515855129333778E-01 -2.380646873001158E-01
-6.105492828051574E-02 -8.861499151322797E-01 -4.593589268140053E-01 5.936151137744700E+00 -9.058774923118688E-01 -1.440502440075546E-01 3.982907180993856E-01
3.820710023713532E-01 8.583630462822394E-01 -3.423954291809744E-01 1.193832611627177E+00 -8.693346874241427E-01 4.595226880450066E-01 1.819233366367815E-01
2.391024934037074E-01 -7.031247155014411E-01 -6.696608336308372E-01 3.038911553654796E+00 -9.276790424304477E-01 3.827159245623445E-02 -3.714120076763693E-01
-5.691263431798319E-01 2.735964430225942E-01 7.753967963979066E-01 1.022209522504837E+00 7.461366061459596E-01 5.680959877839385E-01 3.471989539626819E-01
1.545607820458738E-02 -3.781181471372998E-01 -9.256283144178277E-01 1.989555839914420E+00 -8.945846913859883E-01 4.082837744026760E-01 -1.817211861543418E-01
-9.575608279482729E-01 -9.096454393959988E-02 2.735008455651986E-01 7.537260776255560E-01 1.418008069994618E-01 6.774450352942771E-01 7.217761116090204E-01
-9.015719510911446E-01 -3.093120038133752E-01 3.024799188419971E-01 4.068457104436621E+00 7.276523217943143E-02 -7.976214283202747E-01 -5.987531027645685E-01
-6.689217317455315E-01 6.500227781053627E-01 -3.605746867748011E-01 3.517539871494811E+00 1.431229567920206E-01 -3.633738790587834E-01 -9.205841858607403E-01
8.073403279660546E-01 5.737242426350295E-01 -1.379930732048720E-01 5.801665153342774E+00 4.331719684815915E-01 -4.174216040884936E-01 7.988249183406663E-01
6.040155573299393E-01 6.594033025668185E-01 -4.476075190022789E-01 4.536545233849637E+00 6.869234504520408E-01 -7.155230874290608E-01 -1.271333338469787E-01
-4.456919185365885E-01 -4.671436453652019E-01 -7.636331110854776E-01 4.956849228275449E+00 5.159298801785708E-01 -8.311615597774855E-01 2.073326319882689E-01
-9.928605352888914E-01 -1.678351347331153E-02 1.180943315377459E-01 3.772796590472347E+00 -8.573292406236832E-02 -5.879444249211254E-01 -8.043452112966690E-01
2.643651914369394E-01 -9.315636053528503E-01 -2.496002699087271E-01 2.597027672252170E+00 7.133501941171032E-01 3.630506825812368E-01 -5.994378219885605E-01
6.973777945393150E-01 -3.978095448372040E-01 -5.961642204291511E-01 6.051015552792528E+00 5.738346979422067E-01 -1.884367453762558E-01 7.969976991369427E-01
3.548913510852835E-01 -2.692063391004176E-02 -9.345198812196259E-01 4.442935067694797E+00 -6.121294460158315E-01 -7.622242032382492E-01 -2.105036943100222E-01
